LAST SEEN   TYPE      REASON                    OBJECT                                           MESSAGE
58s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-5f5bc           Started container tcc-api
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-5f5bc           Created container: tcc-api
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-5f5bc           Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-njxbw           Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-d82k8           Created container: tcc-api
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-hln8h           Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-d82k8           Started container tcc-api
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-d82k8           Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-hln8h           Started container tcc-api
44s         Normal    AnalysisRunRunning        rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-8-pre' Status New: 'Running' Previous: ''
32s         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-njxbw           Stopping container tcc-api
32s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-sgpkv
30s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-sgpkv           Created container: tcc-api
30s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-sgpkv           Started container tcc-api
30s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-sgpkv           Container image "gabrieldores/tcc-api:v1" already present on machine
5s          Normal    MetricSuccessful          analysisrun/tcc-api-bluegreen-787bdcb856-8-pre   Metric 'latency-p95' Completed. Result: Successful
5s          Warning   AnalysisRunError          analysisrun/tcc-api-bluegreen-787bdcb856-8-pre   Analysis Completed. Result: Error
5s          Normal    MetricSuccessful          analysisrun/tcc-api-bluegreen-787bdcb856-8-pre   Metric 'success-rate' Completed. Result: Successful
