LAST SEEN   TYPE      REASON                    OBJECT                                           MESSAGE
28m         Normal    RolloutUpdated            rollout/tcc-api-canary                           Rollout updated to revision 8
28m         Normal    ScalingReplicaSet         rollout/tcc-api-canary                           Scaled up ReplicaSet tcc-api-canary-787bdcb856 (revision 8) from 0 to 1
28m         Normal    SuccessfulCreate          replicaset/tcc-api-canary-787bdcb856             Created pod: tcc-api-canary-787bdcb856-xdlmf
28m         Normal    Created                   pod/tcc-api-canary-787bdcb856-xdlmf              Created container: tcc-api
28m         Normal    Started                   pod/tcc-api-canary-787bdcb856-xdlmf              Started container tcc-api
28m         Normal    Pulled                    pod/tcc-api-canary-787bdcb856-xdlmf              Container image "gabrieldores/tcc-api:v1" already present on machine
28m         Normal    AnalysisRunRunning        rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-8-2' Status New: 'Running' Previous: ''
27m         Warning   AnalysisRunError          analysisrun/tcc-api-canary-787bdcb856-8-2        Analysis Completed. Result: Error
27m         Normal    MetricSuccessful          analysisrun/tcc-api-canary-787bdcb856-8-2        Metric 'latency-p95' Completed. Result: Successful
27m         Normal    MetricSuccessful          analysisrun/tcc-api-canary-787bdcb856-8-2        Metric 'success-rate' Completed. Result: Successful
27m         Warning   MetricError               analysisrun/tcc-api-canary-787bdcb856-8-2        Metric 'error-rate' Completed. Result: Error
27m         Warning   AnalysisRunError          rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-8-2' Status New: 'Error' Previous: 'Running'
27m         Warning   RolloutAborted            rollout/tcc-api-canary                           Rollout aborted update to revision 8: Step-based analysis phase error/failed: Metric "error-rate" assessed Error due to consecutiveErrors (5) > consecutiveErrorLimit (4): "Error Message: reflect: slice index out of range"
27m         Normal    ScalingReplicaSet         rollout/tcc-api-canary                           Scaled down ReplicaSet tcc-api-canary-787bdcb856 (revision 8) from 1 to 0
27m         Normal    Killing                   pod/tcc-api-canary-787bdcb856-xdlmf              Stopping container tcc-api
27m         Normal    SuccessfulDelete          replicaset/tcc-api-canary-787bdcb856             Deleted pod: tcc-api-canary-787bdcb856-xdlmf
21m         Normal    RolloutUpdated            rollout/tcc-api-canary                           Rollout updated to revision 9
21m         Normal    RolloutUpdated            rollout/tcc-api-bluegreen                        Rollout updated to revision 4
21m         Normal    NewReplicaSetCreated      rollout/tcc-api-bluegreen                        Created ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 4)
21m         Normal    SkipSteps                 rollout/tcc-api-canary                           Rollback to stable ReplicaSets
21m         Normal    RolloutNotCompleted       rollout/tcc-api-bluegreen                        Rollout not completed, started update to revision 4 (787bdcb856)
21m         Normal    ScalingReplicaSet         rollout/tcc-api-bluegreen                        Scaled up ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 4) from 0 to 4
21m         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-4b4sh
21m         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-zfxpg
21m         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-xwfz6
21m         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-jlmq8
21m         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-jlmq8           Container image "gabrieldores/tcc-api:v1" already present on machine
21m         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-jlmq8           Created container: tcc-api
21m         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-4b4sh           Container image "gabrieldores/tcc-api:v1" already present on machine
21m         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-4b4sh           Created container: tcc-api
21m         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-xwfz6           Created container: tcc-api
21m         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-xwfz6           Container image "gabrieldores/tcc-api:v1" already present on machine
21m         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-zfxpg           Container image "gabrieldores/tcc-api:v1" already present on machine
21m         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-zfxpg           Created container: tcc-api
21m         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-4b4sh           Started container tcc-api
21m         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-jlmq8           Started container tcc-api
21m         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-zfxpg           Started container tcc-api
21m         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-xwfz6           Started container tcc-api
21m         Normal    AnalysisRunRunning        rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-4-pre' Status New: 'Running' Previous: ''
20m         Normal    SuccessfulCreate          replicaset/tcc-api-canary-86c5dc54d7             Created pod: tcc-api-canary-86c5dc54d7-7s5rb
20m         Normal    Killing                   pod/tcc-api-canary-86c5dc54d7-wzxq2              Stopping container tcc-api
20m         Normal    Created                   pod/tcc-api-canary-86c5dc54d7-7s5rb              Created container: tcc-api
20m         Normal    Pulled                    pod/tcc-api-canary-86c5dc54d7-7s5rb              Container image "gabrieldores/tcc-api:v1" already present on machine
20m         Normal    Started                   pod/tcc-api-canary-86c5dc54d7-7s5rb              Started container tcc-api
20m         Warning   MetricError               analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Metric 'error-rate' Completed. Result: Error
20m         Normal    MetricSuccessful          analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Metric 'success-rate' Completed. Result: Successful
20m         Normal    MetricSuccessful          analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Metric 'latency-p95' Completed. Result: Successful
20m         Warning   AnalysisRunError          analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Analysis Completed. Result: Error
20m         Warning   AnalysisRunError          rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-4-pre' Status New: 'Error' Previous: 'Running'
20m         Warning   RolloutAborted            rollout/tcc-api-bluegreen                        Rollout aborted update to revision 4: Blue/green pre-promotion analysis phase error/failed: Metric "error-rate" assessed Error due to consecutiveErrors (5) > consecutiveErrorLimit (4): "Error Message: reflect: slice index out of range"
19m         Normal    ScalingReplicaSet         rollout/tcc-api-bluegreen                        Scaled down ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 4) from 4 to 0
19m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-4b4sh           Stopping container tcc-api
19m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-xwfz6           Stopping container tcc-api
19m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-xwfz6
19m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-jlmq8
19m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-zfxpg
19m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-4b4sh
19m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-zfxpg           Stopping container tcc-api
19m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-jlmq8           Stopping container tcc-api
14m         Normal    SwitchService             rollout/tcc-api-bluegreen                        Switched selector for service 'tcc-api-preview' from '787bdcb856' to '86c5dc54d7'
14m         Normal    RolloutUpdated            rollout/tcc-api-bluegreen                        Rollout updated to revision 5
9m9s        Normal    RolloutUpdated            rollout/tcc-api-canary                           Rollout updated to revision 10
9m9s        Normal    RolloutNotCompleted       rollout/tcc-api-canary                           Rollout not completed, started update to revision 10 (787bdcb856)
9m7s        Normal    ScalingReplicaSet         rollout/tcc-api-canary                           Scaled up ReplicaSet tcc-api-canary-787bdcb856 (revision 10) from 0 to 1
9m6s        Normal    SuccessfulCreate          replicaset/tcc-api-canary-787bdcb856             Created pod: tcc-api-canary-787bdcb856-26ngf
9m5s        Normal    Pulled                    pod/tcc-api-canary-787bdcb856-26ngf              Container image "gabrieldores/tcc-api:v1" already present on machine
9m5s        Normal    Created                   pod/tcc-api-canary-787bdcb856-26ngf              Created container: tcc-api
9m5s        Normal    Started                   pod/tcc-api-canary-787bdcb856-26ngf              Started container tcc-api
8m40s       Normal    Killing                   pod/tcc-api-bluegreen-86c5dc54d7-ld76c           Stopping container tcc-api
8m40s       Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-86c5dc54d7          Created pod: tcc-api-bluegreen-86c5dc54d7-ghhx6
8m39s       Normal    Pulled                    pod/tcc-api-bluegreen-86c5dc54d7-ghhx6           Container image "gabrieldores/tcc-api:v1" already present on machine
8m39s       Normal    Created                   pod/tcc-api-bluegreen-86c5dc54d7-ghhx6           Created container: tcc-api
8m38s       Normal    Started                   pod/tcc-api-bluegreen-86c5dc54d7-ghhx6           Started container tcc-api
8m20s       Normal    AnalysisRunRunning        rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-10-2' Status New: 'Running' Previous: ''
7m51s       Normal    MetricInconclusive        analysisrun/tcc-api-canary-787bdcb856-10-2       Metric 'error-rate' Completed. Result: Inconclusive
7m51s       Normal    MetricSuccessful          analysisrun/tcc-api-canary-787bdcb856-10-2       Metric 'success-rate' Completed. Result: Successful
7m51s       Normal    AnalysisRunInconclusive   analysisrun/tcc-api-canary-787bdcb856-10-2       Analysis Completed. Result: Inconclusive
7m51s       Normal    MetricSuccessful          analysisrun/tcc-api-canary-787bdcb856-10-2       Metric 'latency-p95' Completed. Result: Successful
7m50s       Normal    AnalysisRunInconclusive   rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-10-2' Status New: 'Inconclusive' Previous: 'Running'
7m50s       Normal    RolloutPaused             rollout/tcc-api-canary                           Rollout is paused (InconclusiveAnalysisRun)
60s         Normal    NewReplicaSetCreated      rollout/tcc-api-canary                           Created ReplicaSet tcc-api-canary-b669fbb57 (revision 11)
60s         Normal    SwitchService             rollout/tcc-api-bluegreen                        Switched selector for service 'tcc-api-preview' from '86c5dc54d7' to '787bdcb856'
60s         Normal    ScalingReplicaSet         rollout/tcc-api-bluegreen                        Scaled up ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 6) from 0 to 4
60s         Normal    RolloutNotCompleted       rollout/tcc-api-bluegreen                        Rollout not completed, started update to revision 6 (787bdcb856)
60s         Normal    RolloutUpdated            rollout/tcc-api-bluegreen                        Rollout updated to revision 6
60s         Normal    RolloutUpdated            rollout/tcc-api-canary                           Rollout updated to revision 11
59s         Normal    RolloutResumed            rollout/tcc-api-canary                           Rollout is resumed
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-r927n
59s         Normal    SuccessfulDelete          replicaset/tcc-api-canary-787bdcb856             Deleted pod: tcc-api-canary-787bdcb856-26ngf
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-6hbwq
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-f8jbt
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-mphsd
59s         Normal    ScalingReplicaSet         rollout/tcc-api-canary                           Scaled down ReplicaSet tcc-api-canary-787bdcb856 (revision 10) from 1 to 0
59s         Normal    Killing                   pod/tcc-api-canary-787bdcb856-26ngf              Stopping container tcc-api
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-f8jbt           Created container: tcc-api
58s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-f8jbt           Started container tcc-api
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-r927n           Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-r927n           Created container: tcc-api
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-6hbwq           Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-6hbwq           Created container: tcc-api
58s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-6hbwq           Started container tcc-api
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-f8jbt           Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-mphsd           Created container: tcc-api
58s         Normal    Pulled                    pod/tcc-api-bluegreen-787bdcb856-mphsd           Container image "gabrieldores/tcc-api:v1" already present on machine
57s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-mphsd           Started container tcc-api
57s         Normal    SuccessfulCreate          replicaset/tcc-api-canary-b669fbb57              Created pod: tcc-api-canary-b669fbb57-gw924
57s         Normal    ScalingReplicaSet         rollout/tcc-api-canary                           Scaled up ReplicaSet tcc-api-canary-b669fbb57 (revision 11) from 0 to 1
57s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-r927n           Started container tcc-api
56s         Normal    Created                   pod/tcc-api-canary-b669fbb57-gw924               Created container: tcc-api
56s         Normal    Started                   pod/tcc-api-canary-b669fbb57-gw924               Started container tcc-api
56s         Normal    Pulled                    pod/tcc-api-canary-b669fbb57-gw924               Container image "gabrieldores/tcc-api:v1" already present on machine
43s         Normal    RolloutStepCompleted      rollout/tcc-api-canary                           Rollout step 1/6 completed (setWeight: 20)
43s         Normal    AnalysisRunRunning        rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-6-pre' Status New: 'Running' Previous: ''
41s         Normal    RolloutPaused             rollout/tcc-api-canary                           Rollout is paused (CanaryPauseStep)
31s         Normal    Killing                   pod/tcc-api-canary-86c5dc54d7-xs5fn              Stopping container tcc-api
31s         Normal    SuccessfulCreate          replicaset/tcc-api-canary-86c5dc54d7             Created pod: tcc-api-canary-86c5dc54d7-bpr5p
30s         Normal    Started                   pod/tcc-api-canary-86c5dc54d7-bpr5p              Started container tcc-api
30s         Normal    Created                   pod/tcc-api-canary-86c5dc54d7-bpr5p              Created container: tcc-api
30s         Normal    Pulled                    pod/tcc-api-canary-86c5dc54d7-bpr5p              Container image "gabrieldores/tcc-api:v1" already present on machine
11s         Normal    RolloutStepCompleted      rollout/tcc-api-canary                           Rollout step 2/6 completed (pause: 30s)
